Technology,Country,Global warming,Stratospheric ozone depletion,Ionizing radiation,"Ozone formation, Human health",Fine particulate matter formation,"Ozone formation, Terrestrial ecosystems",Terrestrial acidification,Freshwater eutrophication,Marine eutrophication,Terrestrial ecotoxicity,Freshwater ecotoxicity,Marine ecotoxicity,Human carcinogenic toxicity,Human non-carcinogenic toxicity,Land use,Mineral resource scarcity,Fossil resource scarcity,Water consumption
gas,RO,671.4417845,0.000261368,0.851470993,0.677599866,0.015360108,0.693735843,0.406824365,0.004288914,0.000290064,15.72274675,0.403870359,0.402246073,0.006957891,0.268735064,0.244475198,0.096141553,240.0608524,1.001073309
oil,RO,1021.060759,0.000499587,9.525886559,3.340239525,0.151009883,3.374536576,6.85013623,0.02025569,0.002065025,1577.219413,1.879116758,1.448552537,0.619875524,4.380395853,1.785327244,0.205810975,322.2641631,2.566136242
hydro_runof,RO,4.431406691,8.68035E-07,0.242796962,0.01532338,0.005135698,0.015676103,0.012723863,0.001491898,7.1428E-05,6.075955191,0.181731241,0.0616965,0.001905055,0.072697337,0.178394146,0.051202688,0.804620512,0.048737746
oil_chp,RO,1283.662921,0.000639997,12.22605628,2.669737942,0.384007091,2.713405384,16.10479748,0.025945086,0.002653751,4731.309897,2.475307228,3.148649335,0.903331047,8.361462925,2.292175025,0.264573148,413.5876079,100.7358152
other_biogas,RO,345.375979,0.00129608,7.379338814,0.65177385,0.08656705,0.660963315,9.008573723,0.402944846,0.084247227,138.3859614,36.4699903,10.67224709,0.106596896,4.925282201,44.29541411,0.455656375,32.97935236,3.529482622
windon,RO,41.57843629,1.5372E-05,2.507101869,0.114865699,0.039951779,0.11892565,0.273853044,0.062351705,0.004225492,540.5865444,59.82557919,14.65683833,0.027792085,4.294963216,1.661798334,1.109327333,8.905250393,0.457821721
biomass,RO,51.56821125,0.000277943,0.851955821,1.455832462,0.096842945,1.479267678,1.149244682,0.009162449,0.001241516,557.4086562,2.567850514,1.001265569,0.187058927,1.643507556,700.3968579,0.163565061,12.04365377,0.200675702
solar,RO,87.77081782,3.07489E-05,7.79683338,0.203741161,0.078207548,0.213670952,0.389595553,0.071688649,0.006872119,958.3151505,20.07485681,5.680570397,0.030906968,3.938357188,2.318087044,0.940638594,20.12772019,2.683782553
nuclear_PWR,RO,12.93762171,2.36091E-05,688.2466999,0.039778278,0.028138203,0.040508039,0.045969676,0.00847233,0.012437589,91.84134665,0.844874826,0.302115841,0.006873426,1.499163206,0.290578494,0.916658992,2.99099497,3.032744251
coal_chp,RO,1252.197927,0.000120912,6.13326462,2.199136536,8.259209078,2.200905919,6.328282635,2.793596377,0.169719714,190.0041503,65.94997236,21.97568091,0.766765826,11.34267426,1.808541793,0.108235372,268.9748011,18.88033588
gas_chp,PT,483.8084386,0.000194133,0.670094769,0.339557932,0.012289131,0.351685814,0.247565356,0.003724698,0.000246367,17.17672988,0.371688657,0.324482319,0.005815453,0.234014353,0.202125158,0.090899636,179.3251603,0.612404868
gas,PT,789.4535522,0.000307305,1.001123381,0.796694643,0.018059788,0.81566664,0.478327329,0.005042724,0.000341046,18.4861416,0.474853604,0.472943897,0.008180798,0.3159673,0.287443563,0.113039167,282.2534405,0.839982163
coal,PT,1211.932139,9.9321E-05,7.635789423,3.522758349,0.21082359,3.535206549,7.031955919,0.545499168,0.033784777,159.1536308,16.6142486,5.566273784,0.16634028,3.010073988,9.275099783,0.219081043,260.8149616,1.977169108
oil,PT,852.0716698,0.000422692,8.157892937,2.736693375,0.171664414,2.766093412,14.16305261,0.017140137,0.001731033,3378.886149,1.468379653,2.140954018,0.677118623,5.785084878,1.526565068,0.175754704,276.0290732,2.401400369
hydro_runof,PT,4.431406692,8.68035E-07,0.242796962,0.01532338,0.005135698,0.015676103,0.012723863,0.001491898,7.1428E-05,6.075955191,0.181731241,0.0616965,0.001905055,0.072697337,0.178394146,0.051202688,0.804620512,0.047764965
oil_chp,PT,623.7442874,0.000309424,5.971948577,2.003355226,0.125665875,2.024877309,10.36778067,0.012549799,0.001267259,2473.465858,1.075268701,1.567369172,0.495672111,4.235023726,1.117648497,0.128721797,202.0622155,44.22748501
other_biogas,PT,345.375979,0.00129608,7.379338814,0.65177388,0.08656705,0.660963346,9.008573734,0.402944846,0.084247227,138.3859614,36.4699903,10.67224709,0.106596896,4.925282201,44.29541411,0.455656375,32.97935236,3.529482622
windon,PT,39.83540713,1.47276E-05,2.402000616,0.110050366,0.038276926,0.113940119,0.262372732,0.059737833,0.004048353,517.9243416,57.31760191,14.04240203,0.026626999,4.11491213,1.592133235,1.0628228,8.531930229,0.438549793
biomass,PT,51.51456798,0.000277943,0.85200461,1.455804138,0.096825689,1.479238203,1.149230519,0.009159751,0.001246803,557.3991377,2.565449285,1.000432645,0.186843964,1.642790309,700.3913027,0.163566474,12.04394515,0.200694553
solar,PT,71.58657148,2.25578E-05,5.863793201,0.160326499,0.060839981,0.168092088,0.274089291,0.041417128,0.004603308,612.0734995,6.372865549,2.023453356,0.022867928,2.042576257,20.11855814,0.578601998,16.08122638,2.123742247
hydro_reservoir,PT,62.31992626,2.04531E-06,0.470092095,0.017406227,0.004732531,0.017749016,0.016033706,0.00181052,0.000107569,8.384096799,0.211352824,0.071410793,0.002461443,0.078456924,0.118529778,0.061080684,1.002440495,29.30045707
waste,PT,94.08671393,0.00037223,12.8208903,1.384382601,0.105252526,1.408361909,1.216822045,0.019557942,0.002359511,556.6052812,3.662292809,1.358427351,0.228324732,2.473061822,606.9015699,0.465298905,40.92947788,0.878680915
gas_chp,PL,483.8084386,0.000194133,0.670094769,0.339557932,0.012289131,0.351685814,0.247565356,0.003724698,0.000246367,17.17672988,0.371688657,0.324482319,0.005815453,0.234014353,0.202125158,0.090899636,179.3251603,0.612404868
gas,PL,925.5077543,0.000429843,1.094490028,0.788853489,0.02425579,0.826263189,0.782265883,0.011715592,0.000777818,61.98663214,1.285269668,0.465762774,0.011957618,0.713009125,0.778659359,0.205993214,274.6051141,1.072831659
oil,PL,876.8594958,0.00042908,8.181485396,2.868759167,0.129664411,2.898213668,5.883288859,0.017392932,0.00177687,1354.599968,1.609281368,1.242545793,0.531978165,3.76080852,1.533347074,0.176768313,276.780564,2.328723059
hydro_runof,PL,4.431406689,8.68035E-07,0.242796962,0.01532338,0.005135698,0.015676103,0.012723863,0.001491898,7.1428E-05,6.075955191,0.181731241,0.0616965,0.001905055,0.072697337,0.17839416,0.051202688,0.804620512,0.044727895
oil_chp,PL,899.3358778,0.000438995,8.386243964,2.498070293,0.11345306,2.528324393,4.248880261,0.017792196,0.001823838,1035.442699,1.637817097,1.103009635,0.534753049,3.492303981,1.572260373,0.181483187,283.6907622,66.57973819
other_biogas,PL,345.3759733,0.00129608,7.379338814,0.651774092,0.08656705,0.660963564,9.008574011,0.402944846,0.084247227,138.3859614,36.4699903,10.67224709,0.106596896,4.925282201,44.29541411,0.455656375,32.97935236,3.529482622
windon,PL,30.30933228,1.12057E-05,1.827596615,0.083733387,0.029123562,0.086692961,0.199630032,0.045452376,0.003080248,394.070171,43.61090556,10.68435954,0.020259533,3.130889341,1.21139706,0.808663714,6.491639516,0.333772836
biomass,PL,51.5350797,0.000277942,0.851980688,1.455808044,0.096830343,1.479242404,1.149231294,0.009160948,0.001242734,557.4008361,2.566116621,1.000679509,0.186906121,1.642998531,700.3920951,0.163565974,12.04379972,0.200681692
solar,PL,99.0718315,3.4708E-05,8.800716144,0.229974012,0.088277171,0.241182316,0.439758286,0.080918952,0.007756941,1081.703332,22.65960475,6.411974998,0.034886407,4.445443075,2.616553157,1.061750848,22.71926013,3.029147326
blast_furnace,PL,952.6816159,0.000104712,6.536715169,1.746081909,0.728558151,1.8657433,2.241583796,0.215494895,0.013899803,266.0505488,8.426393108,2.900462714,0.233857381,5.007450416,7.349041674,19.52254714,136.5585309,2.346415293
waste,PL,678.3400898,0.00047362,13.47859205,2.452053144,0.130029299,2.482692787,4.181253091,0.022367353,0.002436263,1083.352846,2.811716929,1.446859898,0.477744332,3.738314105,214.7843933,0.373446993,221.7869071,21.87654379
coal_chp,PL,1357.245488,0.000115451,9.116774188,3.023579142,0.304333841,3.038374903,6.699151938,0.655976173,0.041753479,245.1921114,21.91881229,7.534176218,0.206148586,4.048458887,11.25937695,0.253695635,308.2803459,53.01980793
gas_chp,NL,406.698097,0.000141642,0.444983417,0.270747761,0.009785125,0.279129615,0.182264002,0.003049364,0.00019974,13.99342333,0.299308303,0.304431682,0.004773479,0.19842761,0.17554275,0.071396376,160.0907784,0.650498231
gas,NL,697.3931794,0.000304599,0.68276841,0.685810971,0.014922093,0.699490677,0.381101182,0.004265357,0.000285779,15.18506792,0.391426335,0.466301981,0.006961942,0.278470297,0.260689312,0.089925456,263.4120408,0.913463918
coal,NL,1143.895302,0.000266385,7.372989775,1.658612485,0.083865028,1.670591751,1.94316173,0.52005772,0.033975082,100.7830241,15.99180873,5.338647483,0.159269085,2.82719951,8.900755008,0.228181913,249.3180813,1.939898121
oil,NL,813.818543,0.000414628,7.920006144,2.110703863,0.083701747,2.139275058,1.78390205,0.01679821,0.001684976,376.3795279,1.514733047,0.749367091,0.462586253,2.684200134,1.484452681,0.171295644,267.9257399,2.104022934
hydro_runof,NL,4.43140669,8.68035E-07,0.242796962,0.01532338,0.005135698,0.015676103,0.012723863,0.001491898,7.1428E-05,6.075955191,0.181731241,0.0616965,0.001905055,0.072697337,0.178394146,0.051202688,0.804620512,0.048622927
oil_chp,NL,1100.231628,0.000560549,10.70761806,2.853550548,0.11316613,2.892177636,2.411746674,0.022715984,0.002278292,508.8829295,2.048640232,1.013374172,0.625387606,3.629211311,2.007258659,0.231737754,362.2176264,86.95292585
other_biogas,NL,345.37598,0.00129608,7.379338814,0.651773879,0.08656705,0.660963345,9.008573705,0.402944846,0.084247227,138.3859614,36.46999029,10.67224709,0.106596896,4.925282142,44.29541411,0.455656374,32.9793508,3.52948134
windon,NL,27.6536872,1.02239E-05,1.667465256,0.076396788,0.026571797,0.079097047,0.182138694,0.041469918,0.002810361,359.5422782,39.78980035,9.748215988,0.018484424,2.856565562,1.105256496,0.737809959,5.922852635,0.304515771
biomass,NL,51.47034657,0.000277947,0.851972934,1.455777153,0.09682161,1.479210641,1.149206993,0.00916045,0.00122912,557.3905494,2.560069397,0.998844208,0.186812697,1.642173566,700.3775372,0.163567847,12.04371264,0.200731997
solar,NL,111.0768533,3.50016E-05,9.098517247,0.248769559,0.094401957,0.260818981,0.42528868,0.064264621,0.007142693,949.7198112,9.888411763,3.13967711,0.035482875,3.169349089,31.21682611,0.89778385,24.95232488,3.294048477
blast_furnace,NL,952.6817947,0.000104712,6.536715169,1.746081968,0.728558093,1.865743358,2.241583817,0.215494895,0.013899803,266.0505488,8.426393108,2.900462714,0.233857381,5.007450415,7.349041674,19.52254714,136.5585309,2.346415302
waste,NL,494.3600845,0.000637781,17.64718573,1.538122562,0.089789759,1.56212215,1.406780539,0.023042628,0.002392724,369.614136,2.726001333,1.583477341,0.470617365,3.212984948,135.8722087,0.448681734,357.0452571,17.74247107
nuclear_PWR,NL,12.9375931,2.36091E-05,688.2466988,0.039777959,0.028138199,0.040507717,0.045969533,0.008472352,0.012437596,91.84202492,0.844877076,0.302116576,0.006873444,1.499163106,0.290579616,0.91665853,2.990996338,3.077207105
coal_chp,NL,1111.664759,0.000258875,7.170220148,1.612121688,0.081651266,1.623780024,1.888846721,0.505448226,0.033018903,98.77841336,15.55557564,5.193141537,0.154849793,2.754636883,8.65436848,0.225435352,242.2877169,42.5357196
gas,MK,736.0266141,0.00029533,1.157669026,0.640970206,0.019880578,0.659565511,0.434891835,0.008783694,0.000570315,56.20796678,1.077975944,0.667318853,0.009431234,0.587892195,0.665307567,0.173727183,272.5826233,0.946662352
oil,MK,1039.720382,0.000514404,9.8266234,2.13963663,0.23470748,2.17508917,11.99135605,0.020848434,0.002134611,4808.695048,2.016971473,3.011581415,0.87920849,7.7493965,1.841987842,0.212509773,332.4280014,2.662886727
hydro_runof,MK,4.431406692,8.68035E-07,0.242796962,0.01532338,0.005135698,0.015676103,0.012723863,0.001491898,7.1428E-05,6.075955309,0.181731241,0.0616965,0.001905055,0.072697337,0.178394146,0.051202688,0.804620512,0.047653411
windon,MK,18.32713072,5.12233E-06,0.835405973,0.04694592,0.017509134,0.048995589,0.067515256,0.01200913,0.000985863,75.82355729,6.181212196,1.590858723,0.012138966,0.706827251,1.175892838,0.342558469,4.288139383,0.177157718
solar,MK,74.46360707,2.6087E-05,6.614732823,0.172851281,0.0663503,0.18127559,0.330527785,0.060819744,0.005830217,813.0221956,17.03125719,4.819324312,0.026221073,3.341251788,1.966635122,0.798025674,17.07609535,2.276890882
hydro_reservoir,MK,7.380257947,2.5843E-06,0.470091054,0.017406186,0.004732518,0.017748974,0.016033672,0.001810516,0.000107569,8.384079192,0.211352361,0.071410637,0.002461437,0.078456753,0.118529515,0.061080547,1.002438333,29.3001947
gas,LT,701.4682204,0.000281464,1.103312162,0.610875179,0.018947113,0.628597365,0.414472293,0.008371267,0.000543537,53.56879931,1.027360998,0.635985787,0.008988409,0.560288489,0.634068975,0.165570065,259.7837381,0.902216013
oil,LT,2815.187066,0.001377639,26.26812063,9.210614496,0.416282118,9.305181691,18.88928781,0.055837972,0.005712543,4349.177009,5.160503126,3.987278159,1.707636966,12.07331952,4.923237058,0.567554284,888.6510753,7.076285806
hydro_runof,LT,4.43140669,8.68035E-07,0.242796962,0.01532338,0.005135698,0.015676103,0.012723863,0.001491898,7.1428E-05,6.075955191,0.181731241,0.0616965,0.001905055,0.072697337,0.178394132,0.051202688,0.804620512,0.0476095
oil_chp,LT,1561.354032,0.000777936,14.47334287,4.812951217,0.230251415,4.864922359,11.11781001,0.030843611,0.003143898,2581.078987,2.831861724,2.282245035,0.923329637,6.837781756,2.713894276,0.3131836,489.5950312,120.7948136
other_biogas,LT,345.3759723,0.00129608,7.379338814,0.651774063,0.08656705,0.660963535,9.008573913,0.402944846,0.084247227,138.3859614,36.4699903,10.67224709,0.106596896,4.925282201,44.29541411,0.455656374,32.9793508,3.529484301
windon,LT,23.95399742,8.85608E-06,1.444381383,0.066175944,0.023016858,0.068514947,0.157771114,0.035921812,0.002434373,311.4406291,34.46646593,8.44403737,0.016011465,2.47439651,0.957388477,0.639101186,5.130456657,0.263746323
biomass,LT,50.7755979,0.000277638,0.832055691,2.569486193,0.414481211,2.594098613,1.062764576,0.008994313,0.001225846,555.3775712,2.548211949,0.993862264,0.186425778,1.632905939,700.3783074,0.15136055,11.65102629,0.174927762
solar,LT,108.3743271,3.79669E-05,9.627075344,0.251567791,0.09656611,0.263828517,0.481049746,0.088516989,0.008485295,1183.271647,24.78726986,7.014038951,0.038162132,4.862854887,2.862238735,1.161445811,24.85253104,3.314205117
peat,LT,1193.6204,0.000117505,2.615654887,1.374483959,0.222843091,1.376278089,2.703979052,0.025226408,0.000856851,182.5735452,5.564677362,1.984382637,0.035154095,3.473197924,1.562332552,0.085323962,277.2084125,2.47927679
nuclear_PWR,LT,12.93762171,2.36091E-05,688.2466999,0.039778278,0.028138203,0.040508039,0.045969676,0.00847233,0.012437589,91.84134665,0.844874826,0.302115841,0.006873426,1.499163206,0.290578494,0.916658992,2.99099497,3.032743014
gas_chp,IT,537.8232885,0.000265899,0.746978523,0.387358896,0.014338741,0.40409867,0.336518777,0.004879044,0.000331712,18.45536381,0.443685887,0.201654812,0.006857515,0.342514388,0.244051325,0.107071594,171.3116703,0.442479509
gas,IT,902.1109305,0.000434172,1.161513186,0.735156555,0.022044943,0.762265287,0.57950211,0.007122216,0.000493159,21.53552988,0.612316365,0.290202983,0.01018738,0.5051788,0.366447879,0.144348101,278.5149131,0.612861368
coal,IT,1225.280672,0.000214905,7.834061697,2.899936448,0.308803905,2.91266743,5.60765635,0.55135965,0.035342171,171.1357685,16.93193278,5.673776208,0.169796135,3.091891316,9.431141389,0.255761337,264.5715232,2.080614729
oil,IT,1080.55022,0.000514393,9.826243623,3.36328872,0.161252465,3.398736718,9.125156581,0.020838791,0.002138136,1630.994565,1.92267884,1.489660615,0.65565671,4.515368618,1.841931441,0.212511144,332.4102512,2.549257539
hydro_runof,IT,4.431406692,8.68035E-07,0.242796962,0.01532338,0.005135698,0.015676103,0.012723863,0.001491898,7.1428E-05,6.075955309,0.181731241,0.0616965,0.001905055,0.072697337,0.178394132,0.051202688,0.804620512,0.049257823
oil_chp,IT,923.1392249,0.000439456,8.394995788,2.873339815,0.137766553,2.903624343,7.795808064,0.017807654,0.001826901,1393.420947,1.643228434,1.272864824,0.56014196,3.857843705,1.573896025,0.181676125,283.9850909,66.33616749
other_biogas,IT,345.3759762,0.00129608,7.379338814,0.65177385,0.08656705,0.660963315,9.008573723,0.402944846,0.084247227,138.3859614,36.46999029,10.67224709,0.106596896,4.9252822,44.29541411,0.455656373,32.9793508,3.529481385
windon,IT,35.00122704,1.29404E-05,2.110508481,0.09669531,0.033631879,0.100113026,0.230532868,0.052488408,0.00355707,455.0723827,50.36187631,12.33829927,0.023395708,3.615551604,1.398921743,0.933845056,7.496547044,0.385364614
biomass,IT,51.50464296,0.000277943,0.851999029,1.455796423,0.096824442,1.47923035,1.149224329,0.009159877,0.001243132,557.3970734,2.564316399,1.000096938,0.186833567,1.642653081,700.3882892,0.163566821,12.04391092,0.200697626
solar,IT,84.27197228,2.65551E-05,6.902882424,0.188737173,0.071621075,0.197878856,0.322659116,0.048756409,0.005419032,720.5353297,7.502160148,2.382016714,0.026920225,2.40452878,23.68364318,0.681132512,18.93088061,2.499203514
hydro_reservoir,IT,7.380256339,2.5843E-06,0.470091054,0.017406186,0.004732518,0.017748974,0.016033672,0.001810516,0.000107569,8.384079192,0.211352363,0.071410637,0.002461437,0.078456753,0.118529515,0.061080547,1.002438333,29.3002344
blast_furnace,IT,952.6820033,0.000104712,6.536715169,1.746081909,0.728558151,1.8657433,2.241583796,0.215494895,0.013899803,266.0505488,8.426393108,2.900462714,0.233857381,5.007450416,7.349041674,19.52254714,136.5585309,2.346415555
waste,IT,673.9858457,0.000610396,30.77705017,2.350649066,0.152589073,2.382489561,5.448390291,0.037846812,0.004119701,1132.907353,4.686957902,2.060105204,0.523889506,4.954786535,173.3035873,0.845617326,238.5297115,18.01309729
coal_chp,IT,1342.788935,0.000173578,8.921769849,3.737137194,0.365180829,3.752062911,7.326206435,0.621657042,0.038359076,283.1717639,20.82950303,7.197956449,0.198521246,4.06547583,10.64935396,0.24515064,291.7684219,44.90597696
gas_chp,IE,379.7811609,0.000112696,2.352173417,0.238059054,0.009266165,0.241494567,0.109821193,0.002193391,0.000168509,13.63182621,0.254843241,0.565531085,0.004381569,0.143511868,0.130846527,0.068001761,169.7370541,0.589727254
gas,IE,642.4749834,0.000183869,3.755942736,0.788889765,0.013736008,0.794318535,0.317256357,0.002747574,0.000226978,13.72387747,0.304815795,0.878517035,0.006138966,0.18103177,0.18166974,0.080731801,274.5727223,0.853700455
hydro_runof,IE,4.431406692,8.68035E-07,0.242796962,0.01532338,0.005135698,0.015676103,0.012723863,0.001491898,7.1428E-05,6.075955309,0.181731241,0.0616965,0.001905055,0.072697337,0.178394132,0.051202688,0.804620512,0.047813874
oil_chp,IE,767.6876021,0.000378683,7.418127149,1.910195451,0.0979532,1.936891707,12.2302857,0.015679669,0.001601642,880.9663224,1.428189974,0.952410709,0.454458075,3.035225788,1.387666377,0.159164358,251.0425039,55.35160283
other_biogas,IE,345.3759723,0.00129608,7.379338814,0.651774086,0.08656705,0.660963554,9.008573982,0.402944846,0.084247227,138.3859614,36.46999029,10.67224709,0.106596896,4.925282142,44.29541411,0.455656374,32.9793508,3.529479855
windon,IE,24.9736812,9.23307E-06,1.505866248,0.068992922,0.023996639,0.071431492,0.164487177,0.037450928,0.002538,324.6978835,35.93363837,8.803484082,0.016693044,2.579727104,0.998142666,0.666306546,5.348850158,0.274986913
biomass,IE,51.51346938,0.000277944,0.851973352,1.455802202,0.096827609,1.479236311,1.149226787,0.009160803,0.001239609,557.3988744,2.564745079,1.000259412,0.186874252,1.64279019,700.388645,0.163566458,12.04375888,0.200689123
solar,IE,88.52818894,3.10142E-05,7.864112521,0.205499244,0.078882376,0.215514718,0.392957453,0.07230725,0.006931418,966.5844855,20.24807944,5.729587148,0.03117367,3.972341277,2.338089871,0.948755349,20.30139792,2.706882208
blast_furnace,IE,1953.558219,6.89049E-05,0.08093251,0.698238337,0.012092403,0.701370265,0.461370864,0.003665987,0.000205415,34.58239132,0.631135734,0.210025682,0.004327895,0.261587991,0.330816883,0.060193946,0.663829135,10.2711072
peat,IE,1043.632048,0.000177807,2.304634772,1.199408828,0.19460264,1.201004872,2.358795028,0.016884788,0.000761438,49.3587075,2.665843244,0.934440181,0.018416093,1.57327135,1.370045048,0.079983514,242.4832793,2.11679105
waste,IE,482.4091111,0.000592368,441.5985103,1.167893543,0.326604795,1.200428403,2.361892333,0.185760088,0.128858838,890.6366677,25.64650661,8.171639311,0.658842519,9.987862965,144.7830939,3.953600166,122.3187253,21.76058094
gas_chp,HU,742.2340727,0.000434459,1.059942303,0.5672606,0.019165262,0.599548186,0.62930784,0.006880221,0.000484489,25.08798164,0.637591676,0.219343208,0.009438717,0.426992583,0.338383098,0.150103713,226.9364216,0.748930042
gas,HU,1226.299539,0.000701685,1.647006862,1.205818629,0.029429756,1.257695125,1.1124784,0.010165953,0.00072816,30.86313714,0.903901541,0.310700708,0.014114512,0.629247377,0.510675691,0.208224934,365.3486962,1.151085166
oil,HU,1154.349575,0.000575545,10.9945783,2.400781434,0.345270472,2.440047067,14.48291019,0.023321661,0.002391285,4254.776364,2.223033528,2.830404286,0.811631261,7.517304238,2.060893496,0.237771961,371.936607,2.777360933
hydro_runof,HU,4.431406692,8.68035E-07,0.242796962,0.01532338,0.005135698,0.015676103,0.012723863,0.001491898,7.1428E-05,6.075955191,0.181731241,0.0616965,0.001905055,0.072697337,0.178394146,0.051202688,0.804620512,0.048138887
oil_chp,HU,891.7868102,0.000444273,8.265679226,2.748674089,0.13149631,2.778354709,6.349388177,0.017616915,0.001793538,1474.047532,1.622067947,1.304903207,0.527322997,3.9055661,1.549819364,0.178854472,279.6073216,56.42206094
other_biogas,HU,345.3759723,0.00129608,7.379338814,0.651774002,0.08656705,0.660963471,9.00857395,0.402944846,0.084247227,138.3859614,36.46999029,10.67224709,0.106596896,4.925282142,44.29541411,0.455656374,32.9793508,3.529480324
windon,HU,24.61967652,9.10219E-06,1.484520384,0.068014965,0.023656496,0.070418969,0.162155513,0.03692006,0.002502023,320.0952892,35.42427867,8.678694573,0.016456418,2.543159109,0.983993978,0.65686154,5.273029809,0.271076783
biomass,HU,51.55936579,0.000277941,0.851974091,1.455804566,0.096827151,1.479238758,1.149230388,0.009161228,0.001242851,557.3993601,2.567272612,1.001031469,0.186867309,1.64304046,700.3929636,0.163565515,12.04375682,0.200678949
solar,HU,88.52818894,3.10142E-05,7.864112521,0.205499244,0.078882376,0.215514718,0.392957453,0.07230725,0.006931418,966.5844855,20.24807944,5.729587147,0.03117367,3.972341276,2.338089871,0.948755348,20.30139792,2.706889882
blast_furnace,HU,952.6817947,0.000104712,6.536715169,1.746081968,0.728558151,1.865743358,2.241583817,0.215494895,0.013899803,266.0505488,8.426393108,2.900462714,0.233857381,5.007450416,7.349041674,19.52254714,136.5585309,2.346415208
waste,HU,816.2618457,0.000509299,10.16830636,2.425424943,0.227436005,2.460326755,8.74233692,0.021114171,0.002275753,2512.838555,2.603888944,2.069015817,0.596062301,5.261381815,225.7969454,0.279052116,261.9674422,19.81476861
nuclear_PWR,HU,12.9375931,2.36091E-05,688.2466988,0.039777959,0.028138199,0.040507717,0.045969533,0.008472352,0.012437596,91.84202492,0.844877076,0.302116576,0.006873444,1.499163106,0.290579616,0.91665853,2.990996338,3.077213534
coal_chp,HU,1252.198648,0.000120912,6.133264618,2.199139097,8.259218391,2.20090848,6.328287748,2.793596377,0.169719714,190.0042542,65.94997221,21.97568086,0.766765829,11.34267448,1.808541794,0.108235372,268.9748011,18.88033762
gas_chp,HR,788.652865,0.000316455,1.092317433,0.553511741,0.020032439,0.573281337,0.403555001,0.006071608,0.000401601,27.99968435,0.605887383,0.52893653,0.009479738,0.381465423,0.329482994,0.14817496,292.316861,0.998299957
gas,HR,914.1029616,0.000355827,1.15919555,0.922486974,0.020911284,0.944454532,0.553852248,0.005838943,0.000394895,21.40500737,0.54983052,0.547619201,0.009472497,0.365856872,0.332829374,0.130887448,326.8197021,0.851290982
coal,HR,1279.136793,0.000108534,8.541984069,3.942501439,0.201071019,3.956382745,4.707215915,0.611719459,0.038569291,186.2346742,19.46965482,6.600592555,0.189157569,3.612985856,10.45184725,0.24261045,290.220965,2.141175609
oil,HR,981.4533846,0.000485566,9.275941792,2.019672017,0.221518417,2.05313559,11.31925272,0.019677216,0.002027984,4539.167568,1.906595136,2.843431986,0.829499316,7.314441506,1.738815275,0.200600148,313.797166,2.566120999
hydro_runof,HR,4.431406692,8.68035E-07,0.242796962,0.01532338,0.005135698,0.015676103,0.012723863,0.001491898,7.1428E-05,6.075955191,0.181731241,0.0616965,0.001905055,0.072697337,0.178394119,0.051202688,0.804620512,0.047542695
oil_chp,HR,832.7243595,0.000411982,7.870466609,1.713622464,0.187953742,1.742015429,9.603897143,0.016699644,0.001720891,3851.309536,1.618270474,2.412731493,0.703795838,6.20624118,1.475589454,0.170316579,266.2438699,61.56925654
other_biogas,HR,345.37598,0.00129608,7.379338814,0.651773879,0.08656705,0.660963345,9.008573734,0.402944846,0.084247227,138.3859614,36.4699903,10.67224709,0.106596896,4.925282201,44.29541411,0.455656374,32.9793508,3.529484375
windon,HR,39.83540713,1.47276E-05,2.402000616,0.110050366,0.038276926,0.113940119,0.262372732,0.059737833,0.004048353,517.9243416,57.31760191,14.04240203,0.026626999,4.11491213,1.592133235,1.0628228,8.531930229,0.438549793
biomass,HR,50.84747279,0.000277634,0.832039494,2.56949687,0.414483777,2.594109469,1.062768337,0.008995574,0.001228358,555.3790785,2.552381212,0.995149338,0.18643052,1.633356249,700.3851092,0.151358786,11.65092347,0.174908729
solar,HR,70.48465494,2.4693E-05,6.261272659,0.163615035,0.062804875,0.171589187,0.312865913,0.057569847,0.005518677,769.578165,16.12118026,4.561800918,0.024819949,3.162712347,1.861548138,0.755383089,16.16363135,2.155152889
hydro_reservoir,HR,7.380257867,2.5843E-06,0.470091054,0.017406186,0.004732518,0.017748974,0.016033672,0.001810516,0.000107569,8.384079192,0.211352363,0.071410637,0.002461437,0.078456753,0.118529515,0.061080547,1.002438333,29.30021341
blast_furnace,HR,1953.564068,6.89051E-05,0.08093251,0.698239918,0.012092425,0.701371851,0.461371648,0.003665987,0.000205415,34.58239156,0.631135734,0.210025684,0.004327899,0.261587995,0.330816883,0.060193946,0.663829135,10.27110692
gas_chp,GR,745.0208991,0.000479343,0.81054615,0.582031298,0.019223315,0.612866953,0.612545558,0.007705218,0.000526612,23.544971,0.630966993,0.218731983,0.00957561,0.434450214,0.273368273,0.1449544,219.5284141,0.73906707
gas,GR,1159.181732,0.000728913,1.172303124,1.159118347,0.027796964,1.205767543,1.022598133,0.010821838,0.00074944,26.68494194,0.840680113,0.291496382,0.013495342,0.603660001,0.382112618,0.188142024,332.8132748,0.948034538
oil,GR,1010.635402,0.000931585,9.276040093,1.37756429,0.18653622,1.41060791,7.801732321,0.01967053,0.002053093,3610.740617,1.877937447,2.398413312,0.666677179,6.362210656,1.738863335,0.200600502,313.7970283,2.461260888
hydro_runof,GR,4.431406692,8.68035E-07,0.242796962,0.01532338,0.005135698,0.015676103,0.012723863,0.001491898,7.1428E-05,6.075955309,0.181731241,0.0616965,0.001905055,0.072697337,0.178394132,0.051202688,0.804620512,0.045872006
